eoi,year,observed,prediction,n,n_sampled,stratum,method,protocol
SK0269A,2024,0.5201866071428571,0.49003332438303576,112,112,lower,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0269A,2025,0.46375714285714287,0.4604412965214286,140,140,lower,M_AUX|log1p|uniform|permissive|2km_exact,block30
SK0002A,2024,0.48551416666666664,0.5634431128166667,120,120,lower,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0002A,2025,0.3338931297709924,0.3984228146870229,131,131,lower,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0004R,2024,0.2383132530120482,0.25716644382289156,166,166,lower,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0004R,2025,0.23638787878787879,0.28747582553575757,165,165,lower,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0006R,2024,0.2191146551724138,0.2812264186637931,116,116,lower,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0006R,2025,0.30306722689075627,0.2366116070672269,119,119,lower,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0008A,2024,1.7399993589743592,1.6621924937628205,156,156,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0008A,2025,1.419208,1.325659373392,125,125,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0018A,2024,6.173277118644068,4.786369871525424,118,118,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0018A,2025,5.750974789915967,4.496774776302521,119,119,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0020A,2024,1.3145647540983607,1.3209963651311476,122,122,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0020A,2025,1.554148514851485,1.366539603811881,101,101,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0025A,2024,3.4843,3.6503683969421488,121,121,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0025A,2025,2.374333333333333,2.288060331614035,114,114,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0039A,2024,1.0412450381679388,1.0920725952030534,131,131,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0039A,2025,1.1465474860335196,1.115347379385475,179,179,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0045A,2024,0.5517336538461538,0.5746091696634615,104,104,lower,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0045A,2025,0.4586486486486486,0.45959079464864866,74,74,lower,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0048A,2024,0.19027164179104478,0.25052985061940297,134,134,lower,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0048A,2025,0.19674789915966387,0.29087874863613444,119,119,lower,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0050A,2024,0.9373400000000001,1.012591531660606,165,165,lower,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0050A,2025,0.855475,0.8431285059583333,120,120,lower,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0061A,2024,0.3596550458715596,0.383141754266055,109,109,lower,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0061A,2025,0.28588617886178863,0.3934516522113821,123,123,lower,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0066A,2024,1.408934328358209,1.476696685024627,134,134,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0066A,2025,1.2047874015748032,1.026092320055118,127,127,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0070A,2024,2.183129166666667,2.2269612019791665,96,96,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0070A,2025,1.8754318181818184,1.7127453006022726,88,88,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0071A,2024,2.0584204918032785,1.9867629370081965,122,122,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0071A,2025,1.5632685185185184,1.3486745061574072,108,108,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0076A,2024,0.49729646017699114,0.4082567868495575,113,113,lower,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0076A,2025,0.39205555555555555,0.5466408556574074,108,108,lower,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0078A,2024,2.155560344827586,2.1731824751034483,116,116,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0078A,2025,2.0732371134020617,1.9437055938041239,97,97,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0214A,2024,1.0126264462809917,1.1682291131487603,121,121,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0214A,2025,1.1335981308411216,1.0248747127850468,107,107,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0263A,2024,0.7357486725663717,0.836034654619469,113,113,lower,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0263A,2025,0.7383177570093458,0.6911225021121495,107,107,lower,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0265A,2024,1.7921026785714285,1.8649551179553572,112,112,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0265A,2025,1.9814957264957265,1.8267216156068375,117,117,higher,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0269A,2024,0.5201866071428571,0.5450510198660714,112,112,lower,PM_XGB|log1p|uniform|permissive|2km_exact,block30
SK0269A,2025,0.46375714285714287,0.5686216988071429,140,140,lower,PM_XGB|log1p|uniform|permissive|2km_exact,block30
