method_a,method_b,protocol,estimand,support,scope,period,metric,units,direction,estimate,ci_low,ci_high,n,n_stations,n_blocks,resampling,seed,replicates,support_sha256
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,-0.19204711435350688,-0.4546172666329351,0.031167506889057405,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.24532387689251078,-0.3600059507507837,-0.10483390342362955,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.1953574476190893,-0.3290947103129266,-0.07007992959607372,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,0.009695659963307762,-0.22637408528422429,0.2333179139491615,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.667151801505106,-1.0606984189942321,-0.16673586859370967,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.35584862149384333,-0.7444739307459733,-0.03979718697407524,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
G_PLUS_P|log1p|uniform|strict18|500m,G|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,-0.3937898886703214,-0.8100563176371035,-0.05076595676035824,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.009262567302470437,-0.03371657538454146,0.08471358032299693,5089,21,25,station_x_block,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,0.004914371314403698,-0.010784119239503575,0.024606504947691288,5089,21,25,station_x_block,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.007184879346865805,-0.020967775973001024,0.037545207494152216,5089,21,25,station_x_block,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.03524940299566681,-0.017742344146178538,0.1157695439404693,4852,20,25,station_x_block,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,0.006935445931368467,-0.006388206133230454,0.027614628745866468,4852,20,25,station_x_block,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.004036437666158282,-0.021659084949457195,0.035339863413924394,4852,20,25,station_x_block,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.0538532758725645,-0.025156292478754914,0.16380237037320566,2394,10,25,station_x_block,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,0.016708032228905545,-0.007865993276403223,0.049807516288666996,2394,10,25,station_x_block,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,0.00832571995488722,-0.04307830449200275,0.06749470104364462,2394,10,25,station_x_block,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.000266909344681876,-0.015800930664719454,0.016076160741657818,2458,10,25,station_x_block,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.0025826873462164446,-0.00950559843474277,0.0029399471706093605,2458,10,25,station_x_block,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,-0.00014116274035801298,-0.009290467560495229,0.010467903520033973,2458,10,25,station_x_block,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.011015945363189117,-0.024302350204860813,0.02160275908725718,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,0.005551365184875215,-0.004882070056107892,0.01563830693982344,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.009501811010960537,-0.0040761979448951866,0.025274037643227394,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.013066569308408577,0.0029108175481816793,0.025786066976927032,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,0.009429109405912156,0.002766520390200798,0.018577602595722255,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.006376725599715381,-0.006184512639413062,0.02239576903240297,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.02162025618020043,0.006545194396227565,0.040802501512794485,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,0.02032273916444091,0.010158972846134895,0.033849363028406756,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,0.012572609605382635,-0.012032569971748069,0.0435748167645897,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,8.340046187501476e-05,-0.003796760101901351,0.003330267338437006,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.0014645203526165787,-0.004978632797998259,0.00244723180563977,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,0.00018084159404812682,-0.0058609168774123805,0.005225238944406798,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.0038024965466396665,-0.03100911746280508,0.02393215606922048,5089,21,1,station,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.003868463752804252,-0.022011625867079054,0.013888601120790944,5089,21,1,station,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,-0.001121891039886025,-0.02838206587268626,0.02451372041971111,5089,21,1,station,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.0024385197479918075,-0.04118721082265757,0.03361386644808754,4852,20,1,station,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.004092356461807556,-0.02332301746297226,0.014941443874333176,4852,20,1,station,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,-0.002090755290047405,-0.03104796973171045,0.025244080524246457,4852,20,1,station,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.00929672814771787,-0.06852155671703448,0.04531003906944279,2394,10,1,station,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.005718524795258917,-0.03031734269805766,0.01708405465291798,2394,10,1,station,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,-0.0071860605004803735,-0.04729143048574277,0.03039000175781276,2394,10,1,station,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.009202248748585107,-0.0313918245096397,0.04472529608792712,2458,10,1,station,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.002508529370561452,-0.02997970526532841,0.02661842757759729,2458,10,1,station,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,0.0028718812737346944,-0.03587743512485843,0.039748971942431044,2458,10,1,station,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.005696825890178836,-0.03473753318220837,0.016354312899268246,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.020447398059080524,-0.04262252781461518,0.0011627153829711298,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.0036485388448348477,-0.02130251249906925,0.026555319296045623,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.007189734197190767,-0.041174101544124056,0.022956274804469847,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.020533979346256864,-0.04399556679977928,0.00141849875558647,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.0028951771712987587,-0.023237401898766153,0.02668388926861965,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.036394048129516965,-0.062361616263527646,-0.006228875058592186,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.03204768944353015,-0.0643207485892128,-0.003300487597659433,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,-0.0020307700659351613,-0.03961662692151337,0.03270849954916485,20,10,1,station,20260921,2000,54d313e95dc309aa2e8ef845fd41708208c653e62ac636636faccd8f7f1e8a69
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.022806922533087137,-0.03984614528520561,0.0542118351047759,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.009020269248983581,-0.03906155411601318,0.02322718452069726,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
G_PLUS_P|log1p|uniform|strict18|500m,G_PLUS_P|log1p|uniform|permissive|500m,loso,sampled_date_station_year_mean,all_sampled_dates,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,0.007821124408532665,-0.026830676960554075,0.040279816679384454,20,10,1,station,20260921,2000,670d7f6c2b4a419dd7125e6759a5a484d1cc22269df900a9e6b8100ba467cbdc
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,all_expected_targets,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.1048400839632131,-0.21242814919546504,0.013529872810516942,5089,21,25,station_x_block,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,all_expected_targets,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.0070770793603065485,-0.03471800525557904,0.013138939942038701,5089,21,25,station_x_block,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,all_expected_targets,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.0893148974986441,0.022920278128384382,0.192592092040501,5089,21,25,station_x_block,20260921,2000,49422f1082065a9d47ebdfaf52caf564b1c3e1dad3fba927ae8da3a978f385a0
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,all_expected_targets,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.016350726939217908,-0.05838875668847315,0.023605662080596584,4852,20,25,station_x_block,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,all_expected_targets,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,0.0029199175753090723,-0.012880034969387335,0.01576666657886786,4852,20,25,station_x_block,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,all_expected_targets,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.04645403900465787,0.015445801979827705,0.0845979587395774,4852,20,25,station_x_block,20260921,2000,5d1137882eec8537744050437f9ce1b569790644db3bdcfe69d5597e07b2e781
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.026200351079483264,-0.09893349918056091,0.03415430025820196,2394,10,25,station_x_block,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,0.002982398774686701,-0.03097537282222454,0.02907738655491803,2394,10,25,station_x_block,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,all_expected_targets,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,0.06657942357869673,0.011163993914072223,0.12890554623136374,2394,10,25,station_x_block,20260921,2000,62f59d22b59dd9d7e2e072c7b3fe63144e2f3e8824a30706c4074510f362197d
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.002793532537854193,-0.01282321573131925,0.021963136824098378,2458,10,25,station_x_block,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,0.002859063225711972,-0.005574289390237293,0.01359864053958531,2458,10,25,station_x_block,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,all_expected_targets,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,0.026852667698616762,0.007437249252349489,0.05635841703086758,2458,10,25,station_x_block,20260921,2000,b29a851546d291a0d2f7dfae9c12846445d0e09a394514e7c02a871b374d99af
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.2118755119452092,-0.36655008018102386,-0.009192947363019116,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.0641853995712694,-0.1590749733534617,-0.006817402805089163,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,sampled_date_station_year_mean,all_sampled_dates,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.09167680720482214,0.0369404227587719,0.1848172181599304,42,21,1,station,20260921,2000,a4b83f112a2a39d7bb39c1c70c56f5678dc7ac9449f27af54e02cbafaafd9a52
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.028165967210090084,-0.05035422129664616,-0.004668103106023726,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,sampled_date_station_year_mean,all_sampled_dates,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.019021335384115767,-0.03678332513581961,-0.003477279023080711,40,20,1,station,20260921,2000,75f77a11b57c142012fafa94a0442f20d6ba5eff6db77fdddfbfa204481e78df
