method_a,method_b,protocol,estimand,support,scope,period,metric,units,direction,estimate,ci_low,ci_high,n,n_stations,n_blocks,resampling,seed,replicates,support_sha256
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,block30,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.7537771788122188,-1.0808796323159027,-0.3917495650198302,2334,10,24,station_x_block,20260921,2000,44fd68adb46568c297e40fc03608a790335f27e571c974e2857c24e6de9b3380
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,block30,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.4274622723079041,-0.6762716590428044,-0.2127073908355776,2334,10,24,station_x_block,20260921,2000,44fd68adb46568c297e40fc03608a790335f27e571c974e2857c24e6de9b3380
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,block30,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,-0.052824085562017606,-0.26874678989478995,0.13895327969550048,2334,10,24,station_x_block,20260921,2000,44fd68adb46568c297e40fc03608a790335f27e571c974e2857c24e6de9b3380
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,block30,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.15135101735106393,-0.25925988596819144,-0.04060762045472801,2361,10,24,station_x_block,20260921,2000,3fa9c653d9b1f90a03a3ab0218d295ce74075356d389dffcb62b95171e10d361
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,block30,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.08053915813688764,-0.15567988836643576,-0.028130764830452182,2361,10,24,station_x_block,20260921,2000,3fa9c653d9b1f90a03a3ab0218d295ce74075356d389dffcb62b95171e10d361
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,block30,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,0.01838040518184487,-0.03573412894864208,0.07372497514988004,2361,10,24,station_x_block,20260921,2000,3fa9c653d9b1f90a03a3ab0218d295ce74075356d389dffcb62b95171e10d361
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,block30,daily,common_bracketable,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.7667962952547072,-1.140887189618211,-0.4475976838128148,4928,21,24,station_x_block,20260921,2000,00bc7ae1984a0ce5cd9fd33e5d3083b04a748291b39f798dd2b4c7b6ce48c244
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,block30,daily,common_bracketable,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.3967255670582324,-0.6654331793838936,-0.18479388156958307,4928,21,24,station_x_block,20260921,2000,00bc7ae1984a0ce5cd9fd33e5d3083b04a748291b39f798dd2b4c7b6ce48c244
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,block30,daily,common_bracketable,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,-0.05747274576941979,-0.31064112487343865,0.15990144688975533,4928,21,24,station_x_block,20260921,2000,00bc7ae1984a0ce5cd9fd33e5d3083b04a748291b39f798dd2b4c7b6ce48c244
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,block30,daily,common_bracketable,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.72638068380992,-1.0718717302646514,-0.3831500495752173,4695,20,24,station_x_block,20260921,2000,8f5731751e0aaaccd47e8f85355f1f22d6c44b6617b465c186f9fe855288ecda
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,block30,daily,common_bracketable,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.3219044404824253,-0.5492220209684913,-0.15596909802667594,4695,20,24,station_x_block,20260921,2000,8f5731751e0aaaccd47e8f85355f1f22d6c44b6617b465c186f9fe855288ecda
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,block30,daily,common_bracketable,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,-0.027995240898135206,-0.21659241530270362,0.15501385440570986,4695,20,24,station_x_block,20260921,2000,8f5731751e0aaaccd47e8f85355f1f22d6c44b6617b465c186f9fe855288ecda
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,block30,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,-1.004090365572318,-1.4058934610641778,-0.5770407990559775,2334,10,24,station_x_block,20260921,2000,44fd68adb46568c297e40fc03608a790335f27e571c974e2857c24e6de9b3380
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,block30,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.5346434977183635,-0.8282154608988875,-0.2750827982284985,2334,10,24,station_x_block,20260921,2000,44fd68adb46568c297e40fc03608a790335f27e571c974e2857c24e6de9b3380
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,block30,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,-0.08765618410966067,-0.40033911068102035,0.2021189281478675,2334,10,24,station_x_block,20260921,2000,44fd68adb46568c297e40fc03608a790335f27e571c974e2857c24e6de9b3380
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,block30,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.24707972514241494,-0.4342869557797022,-0.09026055971472106,2361,10,24,station_x_block,20260921,2000,3fa9c653d9b1f90a03a3ab0218d295ce74075356d389dffcb62b95171e10d361
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,block30,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.11159823142326414,-0.21028981658285184,-0.04277888610229665,2361,10,24,station_x_block,20260921,2000,3fa9c653d9b1f90a03a3ab0218d295ce74075356d389dffcb62b95171e10d361
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,block30,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,0.03098342977348717,-0.045597749205007705,0.1191527999865059,2361,10,24,station_x_block,20260921,2000,3fa9c653d9b1f90a03a3ab0218d295ce74075356d389dffcb62b95171e10d361
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LOGLINEAR,block30,daily,common_bracketable,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.7443106945386937,-1.109804876034839,-0.41688189401276476,4928,21,24,station_x_block,20260921,2000,00bc7ae1984a0ce5cd9fd33e5d3083b04a748291b39f798dd2b4c7b6ce48c244
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LOGLINEAR,block30,daily,common_bracketable,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.3683595309061313,-0.6212455599650327,-0.16556327790946773,4928,21,24,station_x_block,20260921,2000,00bc7ae1984a0ce5cd9fd33e5d3083b04a748291b39f798dd2b4c7b6ce48c244
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LOGLINEAR,block30,daily,common_bracketable,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.027954605233698235,-0.19192516333662654,0.22854406253830042,4928,21,24,station_x_block,20260921,2000,00bc7ae1984a0ce5cd9fd33e5d3083b04a748291b39f798dd2b4c7b6ce48c244
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LOGLINEAR,block30,daily,common_bracketable,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.699422108143785,-1.049948045514405,-0.3580267211816066,4695,20,24,station_x_block,20260921,2000,8f5731751e0aaaccd47e8f85355f1f22d6c44b6617b465c186f9fe855288ecda
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LOGLINEAR,block30,daily,common_bracketable,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.29476300208918504,-0.5102322521064646,-0.139037628365252,4695,20,24,station_x_block,20260921,2000,8f5731751e0aaaccd47e8f85355f1f22d6c44b6617b465c186f9fe855288ecda
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LOGLINEAR,block30,daily,common_bracketable,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.050683343790098236,-0.11190933768997008,0.2262005054629239,4695,20,24,station_x_block,20260921,2000,8f5731751e0aaaccd47e8f85355f1f22d6c44b6617b465c186f9fe855288ecda
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LOGLINEAR,block30,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.9708917030436649,-1.3870160415315338,-0.5248693293127801,2334,10,24,station_x_block,20260921,2000,44fd68adb46568c297e40fc03608a790335f27e571c974e2857c24e6de9b3380
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LOGLINEAR,block30,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.4906469904858475,-0.7818333675226635,-0.24356861908303556,2334,10,24,station_x_block,20260921,2000,44fd68adb46568c297e40fc03608a790335f27e571c974e2857c24e6de9b3380
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LOGLINEAR,block30,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,0.05042323513639538,-0.22575906662472287,0.3208381930639537,2334,10,24,station_x_block,20260921,2000,44fd68adb46568c297e40fc03608a790335f27e571c974e2857c24e6de9b3380
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LOGLINEAR,block30,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.2252565906945212,-0.37735961628129466,-0.0831502053687576,2361,10,24,station_x_block,20260921,2000,3fa9c653d9b1f90a03a3ab0218d295ce74075356d389dffcb62b95171e10d361
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LOGLINEAR,block30,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.10111911012907915,-0.18971635612752705,-0.038091752001267465,2361,10,24,station_x_block,20260921,2000,3fa9c653d9b1f90a03a3ab0218d295ce74075356d389dffcb62b95171e10d361
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LOGLINEAR,block30,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,0.05094047788486418,-0.017914962358740117,0.1414245502048613,2361,10,24,station_x_block,20260921,2000,3fa9c653d9b1f90a03a3ab0218d295ce74075356d389dffcb62b95171e10d361
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,common_bracketable,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.10420751100460057,-0.21863236440491882,0.014860380563642377,4928,21,24,station_x_block,20260921,2000,00bc7ae1984a0ce5cd9fd33e5d3083b04a748291b39f798dd2b4c7b6ce48c244
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,common_bracketable,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.006520944505803594,-0.03667096660063171,0.013165046225845904,4928,21,24,station_x_block,20260921,2000,00bc7ae1984a0ce5cd9fd33e5d3083b04a748291b39f798dd2b4c7b6ce48c244
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,common_bracketable,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.08884756592747566,0.020688635130233456,0.1900492241393935,4928,21,24,station_x_block,20260921,2000,00bc7ae1984a0ce5cd9fd33e5d3083b04a748291b39f798dd2b4c7b6ce48c244
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,common_bracketable,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.014992312700924715,-0.06142956824283488,0.02347864956497369,4695,20,24,station_x_block,20260921,2000,8f5731751e0aaaccd47e8f85355f1f22d6c44b6617b465c186f9fe855288ecda
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,common_bracketable,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,0.0034325722716507245,-0.013304914801481315,0.01623915869078352,4695,20,24,station_x_block,20260921,2000,8f5731751e0aaaccd47e8f85355f1f22d6c44b6617b465c186f9fe855288ecda
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,common_bracketable,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.04509859914176783,0.01424141900391383,0.08731837170994762,4695,20,24,station_x_block,20260921,2000,8f5731751e0aaaccd47e8f85355f1f22d6c44b6617b465c186f9fe855288ecda
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.023998712906435515,-0.09021171177722773,0.03869720255648347,2334,10,24,station_x_block,20260921,2000,44fd68adb46568c297e40fc03608a790335f27e571c974e2857c24e6de9b3380
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,0.004921336061096848,-0.027258739849827823,0.031207995366788182,2334,10,24,station_x_block,20260921,2000,44fd68adb46568c297e40fc03608a790335f27e571c974e2857c24e6de9b3380
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,0.06410218578723222,0.007733126615593592,0.12950676597415817,2334,10,24,station_x_block,20260921,2000,44fd68adb46568c297e40fc03608a790335f27e571c974e2857c24e6de9b3380
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,0.003230924391983747,-0.014984268319036301,0.025501791724706745,2361,10,24,station_x_block,20260921,2000,3fa9c653d9b1f90a03a3ab0218d295ce74075356d389dffcb62b95171e10d361
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,0.001960833735196954,-0.0071370690628895575,0.012539661017885386,2361,10,24,station_x_block,20260921,2000,3fa9c653d9b1f90a03a3ab0218d295ce74075356d389dffcb62b95171e10d361
M_AUX|log1p|uniform|permissive|2km_exact,M_AUX|log1p|inverse_1_over_bap_plus_0_5|permissive|2km_exact,block30,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,0.026312334325794155,0.006195873832161159,0.05539762986622227,2361,10,24,station_x_block,20260921,2000,3fa9c653d9b1f90a03a3ab0218d295ce74075356d389dffcb62b95171e10d361
M_AUX|log1p|uniform|permissive|2km_exact,PM_RIDGE,block30,daily,common_bracketable,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.3593735398895923,-0.5515729456544952,-0.1918104777069077,4928,21,24,station_x_block,20260921,2000,00bc7ae1984a0ce5cd9fd33e5d3083b04a748291b39f798dd2b4c7b6ce48c244
M_AUX|log1p|uniform|permissive|2km_exact,PM_RIDGE,block30,daily,common_bracketable,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.19999186300967692,-0.3245228898397295,-0.11093664131337204,4928,21,24,station_x_block,20260921,2000,00bc7ae1984a0ce5cd9fd33e5d3083b04a748291b39f798dd2b4c7b6ce48c244
M_AUX|log1p|uniform|permissive|2km_exact,PM_RIDGE,block30,daily,common_bracketable,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,0.10190668611354763,-0.014574945508939629,0.25544736624065717,4928,21,24,station_x_block,20260921,2000,00bc7ae1984a0ce5cd9fd33e5d3083b04a748291b39f798dd2b4c7b6ce48c244
M_AUX|log1p|uniform|permissive|2km_exact,PM_RIDGE,block30,daily,common_bracketable,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.2980120120192049,-0.44359506341827903,-0.15520551524208978,4695,20,24,station_x_block,20260921,2000,8f5731751e0aaaccd47e8f85355f1f22d6c44b6617b465c186f9fe855288ecda
M_AUX|log1p|uniform|permissive|2km_exact,PM_RIDGE,block30,daily,common_bracketable,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.16236571378323322,-0.25322356088372205,-0.09502131462418884,4695,20,24,station_x_block,20260921,2000,8f5731751e0aaaccd47e8f85355f1f22d6c44b6617b465c186f9fe855288ecda
M_AUX|log1p|uniform|permissive|2km_exact,PM_RIDGE,block30,daily,common_bracketable,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,0.11362543112503086,0.004254941696978037,0.27932445114235477,4695,20,24,station_x_block,20260921,2000,8f5731751e0aaaccd47e8f85355f1f22d6c44b6617b465c186f9fe855288ecda
M_AUX|log1p|uniform|permissive|2km_exact,PM_RIDGE,block30,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.40969762022547596,-0.5899764525200029,-0.21022753911306497,2334,10,24,station_x_block,20260921,2000,44fd68adb46568c297e40fc03608a790335f27e571c974e2857c24e6de9b3380
M_AUX|log1p|uniform|permissive|2km_exact,PM_RIDGE,block30,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.22634907092450884,-0.36311937190681315,-0.12041395133806844,2334,10,24,station_x_block,20260921,2000,44fd68adb46568c297e40fc03608a790335f27e571c974e2857c24e6de9b3380
M_AUX|log1p|uniform|permissive|2km_exact,PM_RIDGE,block30,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,0.28223562581547473,0.06738651977814411,0.5615345260845199,2334,10,24,station_x_block,20260921,2000,44fd68adb46568c297e40fc03608a790335f27e571c974e2857c24e6de9b3380
M_AUX|log1p|uniform|permissive|2km_exact,PM_RIDGE,block30,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.10997158577622135,-0.1892143945758878,-0.05342072939257965,2361,10,24,station_x_block,20260921,2000,3fa9c653d9b1f90a03a3ab0218d295ce74075356d389dffcb62b95171e10d361
M_AUX|log1p|uniform|permissive|2km_exact,PM_RIDGE,block30,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.09911405958258224,-0.14905912853857894,-0.06061934595319426,2361,10,24,station_x_block,20260921,2000,3fa9c653d9b1f90a03a3ab0218d295ce74075356d389dffcb62b95171e10d361
M_AUX|log1p|uniform|permissive|2km_exact,PM_RIDGE,block30,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,-0.053056565659169025,-0.13432954961394525,0.010508757925923427,2361,10,24,station_x_block,20260921,2000,3fa9c653d9b1f90a03a3ab0218d295ce74075356d389dffcb62b95171e10d361
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,dispersed_mod9,daily,common_bracketable,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.46317861589923703,-0.672455448300579,-0.36236634455170225,5066,21,1,station,20260921,2000,1f7396fddbe1f06a63cffab833b0854bdf33f84b295f0c3534f07e9651d5a267
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,dispersed_mod9,daily,common_bracketable,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.3087362679009885,-0.4380308723594983,-0.19202943394310354,5066,21,1,station,20260921,2000,1f7396fddbe1f06a63cffab833b0854bdf33f84b295f0c3534f07e9651d5a267
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,dispersed_mod9,daily,common_bracketable,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,-0.08960474259144793,-0.21153940081985448,-0.011024162468757025,5066,21,1,station,20260921,2000,1f7396fddbe1f06a63cffab833b0854bdf33f84b295f0c3534f07e9651d5a267
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,dispersed_mod9,daily,common_bracketable,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.5597520474210109,-0.7012535952701181,-0.4075835966889766,4830,20,1,station,20260921,2000,65ee804fd05f6dd37764a755c988da2c0e677a3a4efc91304bf32cf63ecb3775
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,dispersed_mod9,daily,common_bracketable,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.26303270616868407,-0.3552882292940397,-0.17811090853894324,4830,20,1,station,20260921,2000,65ee804fd05f6dd37764a755c988da2c0e677a3a4efc91304bf32cf63ecb3775
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,dispersed_mod9,daily,common_bracketable,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,-0.03824161776035439,-0.08359184576300459,-0.0036691457617905954,4830,20,1,station,20260921,2000,65ee804fd05f6dd37764a755c988da2c0e677a3a4efc91304bf32cf63ecb3775
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,dispersed_mod9,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.7916036208363023,-0.9064298947373903,-0.6664766390234101,2382,10,1,station,20260921,2000,f9d27d8d2e57d861feb8b2cd904d1dd989292808e291cb4c44d0c4f55c2afeb4
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,dispersed_mod9,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.4491314203555791,-0.5089620072924796,-0.38779436089364067,2382,10,1,station,20260921,2000,f9d27d8d2e57d861feb8b2cd904d1dd989292808e291cb4c44d0c4f55c2afeb4
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,dispersed_mod9,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,-0.0848134946184798,-0.16013806043208678,-0.01911451549982748,2382,10,1,station,20260921,2000,f9d27d8d2e57d861feb8b2cd904d1dd989292808e291cb4c44d0c4f55c2afeb4
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,dispersed_mod9,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.1517246500512049,-0.20058570270081935,-0.09657238567197893,2448,10,1,station,20260921,2000,e4ea53c7bd0ea44a4667405875a76a389a0cd49b071a82da66a3670fbabfbcf3
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,dispersed_mod9,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.08195135927604383,-0.12228431182454284,-0.04753873996726234,2448,10,1,station,20260921,2000,e4ea53c7bd0ea44a4667405875a76a389a0cd49b071a82da66a3670fbabfbcf3
M_AUX|log1p|uniform|permissive|2km_exact,HARMONIC,dispersed_mod9,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,0.007074644770713708,-0.008157342489557252,0.022621288482426033,2448,10,1,station,20260921,2000,e4ea53c7bd0ea44a4667405875a76a389a0cd49b071a82da66a3670fbabfbcf3
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,dispersed_mod9,daily,common_bracketable,all_network,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.558245229662049,-0.7193699356130624,-0.44597610265891374,5066,21,1,station,20260921,2000,1f7396fddbe1f06a63cffab833b0854bdf33f84b295f0c3534f07e9651d5a267
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,dispersed_mod9,daily,common_bracketable,all_network,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.3030697786652622,-0.47407863016582963,-0.17577540773037417,5066,21,1,station,20260921,2000,1f7396fddbe1f06a63cffab833b0854bdf33f84b295f0c3534f07e9651d5a267
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,dispersed_mod9,daily,common_bracketable,all_network,primary_2024_2025,bias,ng m-3,a_minus_b,-0.0923957202038203,-0.23547694209506798,-0.010282882910301279,5066,21,1,station,20260921,2000,1f7396fddbe1f06a63cffab833b0854bdf33f84b295f0c3534f07e9651d5a267
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,dispersed_mod9,daily,common_bracketable,nonindustrial,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.5767903731069293,-0.7300678108823314,-0.4176851906889632,4830,20,1,station,20260921,2000,65ee804fd05f6dd37764a755c988da2c0e677a3a4efc91304bf32cf63ecb3775
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,dispersed_mod9,daily,common_bracketable,nonindustrial,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.23401602221980972,-0.3252835605238709,-0.1554144626355874,4830,20,1,station,20260921,2000,65ee804fd05f6dd37764a755c988da2c0e677a3a4efc91304bf32cf63ecb3775
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,dispersed_mod9,daily,common_bracketable,nonindustrial,primary_2024_2025,bias,ng m-3,a_minus_b,-0.026314417889148706,-0.05129330650098846,-0.005449328495681568,4830,20,1,station,20260921,2000,65ee804fd05f6dd37764a755c988da2c0e677a3a4efc91304bf32cf63ecb3775
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,dispersed_mod9,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.8064974331416349,-0.9548371348003832,-0.6512969322292684,2382,10,1,station,20260921,2000,f9d27d8d2e57d861feb8b2cd904d1dd989292808e291cb4c44d0c4f55c2afeb4
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,dispersed_mod9,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.39583308875570883,-0.4846824561546013,-0.3102363316032134,2382,10,1,station,20260921,2000,f9d27d8d2e57d861feb8b2cd904d1dd989292808e291cb4c44d0c4f55c2afeb4
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,dispersed_mod9,daily,common_bracketable,nonindustrial_higher,primary_2024_2025,bias,ng m-3,a_minus_b,-0.05858042460400424,-0.09430865099393337,-0.02409721391633058,2382,10,1,station,20260921,2000,f9d27d8d2e57d861feb8b2cd904d1dd989292808e291cb4c44d0c4f55c2afeb4
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,dispersed_mod9,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,RMSE,ng m-3,a_minus_b,-0.18411861328569373,-0.2513051282511705,-0.12053939943791041,2448,10,1,station,20260921,2000,e4ea53c7bd0ea44a4667405875a76a389a0cd49b071a82da66a3670fbabfbcf3
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,dispersed_mod9,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,MAE,ng m-3,a_minus_b,-0.07656167071306516,-0.11127940089279519,-0.044645484769692434,2448,10,1,station,20260921,2000,e4ea53c7bd0ea44a4667405875a76a389a0cd49b071a82da66a3670fbabfbcf3
M_AUX|log1p|uniform|permissive|2km_exact,INTERP_LINEAR,dispersed_mod9,daily,common_bracketable,nonindustrial_lower,primary_2024_2025,bias,ng m-3,a_minus_b,0.005081671978002387,-0.010978298134383306,0.01953664469943279,2448,10,1,station,20260921,2000,e4ea53c7bd0ea44a4667405875a76a389a0cd49b071a82da66a3670fbabfbcf3
